X,Y,OBJECTID,Estate_Name_en,Estate_Name_zh_Hant,District_Name_en,District_Name_zh_Hant,Region_Name_en,Region_Name_zh_Hant,Latitude,Longitude,Type_of_Estate_en,Type_of_Estate_zh_Hant,Year_of_Intake_en,Type_s__of_Block_s__en,Type_s__of_Block_s__zh_Hant,No__of_Blocks,Name_of_Block_s__en,Name_of_Block_s__zh_Hant,No__of_Rental_Flats_en,No__of_Rental_Flats_zh_Hant,Flat_Size__m2__en,Estate_Management_Advisory_Comm,Estate_Management_Advisory_Co_1,District_Tenancy_Management_Off,District_Tenancy_Management_O_1,Property_Management_en,Property_Management_zh_Hant,Carpark_Management_en,Carpark_Management_zh_Hant,Estate_Website,Further_Information_en,Further_Information_zh_Hant
114.23423,22.312977,179,Tsui Ping South Estate,翠屏南邨,Kwun Tong,觀塘,Kowloon East,九龍東,22.312977,114.23423,Public Rental Housing,租住屋邨,1989,"Harmony 2, Linear 3, Trident 4",和諧二型、相連長型第三款、Y4型,7,Tsui Chung House<br>Tsui Heng House<br>Tsui Ying House<br>Tsui Tung House<br>Tsui Wing House<br>Tsui Hon House<br>Tsui Lok House,"翠松樓
翠杏樓
翠櫻樓
翠桐樓
翠榮樓
翠杭樓
翠樂樓",4 900 ﻿As at 31.3.2019,4 900 截至2019年3月31日的情況,10.6 - 44.5,Formed,已成立,"Housing Department Kowloon East (12) District Tenancy Management Office<br>Podium Level 2/F., Tsui Pak House, Tsui Ping (North) Estate, Kwun Tong, Kowloon<br>Telephone: 2793 2303<br>Fax: 2763 6540","房屋署東九龍(十二)區租約事務管理處
九龍觀塘翠屏(北)邨翠柏樓2字樓平台
電話：2793 2303
傳真：2763 6540","Modern Living Property Management Ltd.<br>G/F, Wing A, Tsui Chung House, Tsui Ping South Estate, Kwun Tong<br>Telephone: 2772 5077<br>Fax: 2349 2877","雅居物業管理有限公司
觀塘翠屏(南)邨翠松樓地下A翼
電話：2772 5077
傳真：2349 2877",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.1813,22.32014,180,Sheung Lok Estate,常樂邨,Kowloon City,九龍城,Kowloon West,九龍西,22.32014,114.1813,Public Rental Housing,租住屋邨,1998,Small Household Block,小單位大廈,1,Sheung Lok House,常樂樓,400 ﻿As at 31.3.2019,400 截至2019年3月31日的情況,17.9 - 41.8,Not Yet Formed,未成立,"Oi Man Estate Office<br>Unit 407-415, 4/F, Kar Man House, Oi Man Estate, Homantin, Kowloon<br>Tel: 2713 0121<br>Fax: 2768 7653","愛民邨辦事處
九龍何文田愛民邨嘉文樓4樓407-415室
電話: 2713 0121
傳真: 2768 7653","China Overseas Property Services Ltd.<br>Unit 3, G/F, Sheung Lok House, Sheung Lok Estate, Ho Man Tin<br>Telephone: 2768 7239 <br>Fax: 2714 1790","中國海外物業服務有限公司
九龍何文田常樂邨3號常樂邨常樂樓地下
電話：2768 7239 
傳真：2714 1790","China Overseas Property Services Ltd.<br>Unit 3, G/F, Sheung Lok House, Sheung Lok Estate, Ho Man Tin<br>Telephone: 2768 7239 <br>Fax: 2714 1790","中國海外物業服務有限公司
九龍何文田常樂邨3號常樂邨常樂樓地下
電話：2768 7239 
傳真：2714 1790",-,-,-
114.19191,22.37493,181,Pok Hong Estate,博康邨,Sha Tin,沙田,New Territories East,新界東,22.37493,114.19191,Tenants Purchase Scheme,租者置其屋計劃,1982,"Double H, Old Slab, Trident 2",雙工字型、舊長型、Y2型,8,Pok Tai House<br>Pok Chi House<br>Pok Man House<br>Pok On House<br>Pok Tat House<br>Pok Yue House<br>Pok Wah House<br>Pok Yat House,"博泰樓
博智樓
博文樓
博安樓
博達樓
博裕樓
博華樓
博逸樓",900 * ﻿As at 31.3.2019,900 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm): 33.6 - 93.9:
Saleable Areas (sqm): 25.7 - 71.8",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (2)<br>Market Podium, Pok Hong Estate, Shatin<br>Telephone :  2648 1312<br>Fax  :  2649 1648<br>","大埔、北區及沙田區租約事務管理處(二)
沙田博康邨街市平台
電話  :  2648 1312
傳真  :  2649 1648
",Appointed by Owners' Corporation,由業主立案法團委派,"Yue Xiu APT Parking Ltd<br>28/F, Seabright Plaza, 9-23 Shell St, North Point<br>Telephone: 2512 9611<br>Fax: 2512 9617<br>E-mail: yxaptsunny@biznetvigator.com<br><br>","越秀亞通停車場有限公司
北角蜆殼街9-23號
秀明中心28樓
電話: 2512 9611
傳真: 2512 9617
電郵: yxaptsunny@biznetvigator.com
電郵：wtse@impark.com.hk
",www.pokhongestate.com.hk,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.13121,22.37898,182,Cheung Shan Estate,象山邨,Tsuen Wan,荃灣,New Territories West,新界西,22.37898,114.13121,Public Rental Housing,租住屋邨,1978,"Old Slab, Twin Tower",舊長型、雙塔式,3,Lok Shan House<br>Sau Shan House<br>Tsui Shan House,"樂山樓
秀山樓
翠山樓",1 600 ﻿As at 31.3.2019,1 600 截至2019年3月31日的情況,33.1 - 54.9,Formed,已成立,"Lei Muk Shue Estate Office<br>Wing A & Wing C, <br>Kwai Shue House, <br>Lei Muk Shue (2) Estate, Tsuen Wan.<br>Telephone: 2423 7458/2423 7680<br>Fax: 2494 8207/2423 6854","梨木樹邨辦事處
荃灣梨木樹二邨
葵樹樓A及C翼平台
電話：2423 7458/2423 7680
傳真：2494 8207/2423 6854","Good Yield Property Management Ltd<br>Cheung Shan Estate Office<br>G/F, Sau Shan House, Cheung Shan Estate, Tsuen Wan<br>Telephone: 2493 5227<br>Fax: 2415 3770","高耀物業管理有限公司
荃灣象山邨秀山樓地下
電話：2493 5227
傳真：2415 3770","Wilson Parking (Hong Kong) Limited<br>Room 2901, Metroplaza, Tower 1 Hing Fong Road, Kwai Chung, N.T.<br>Telephone: 2487 6138<br>Fax: 2428 6026<br>Web site: www.wilsonparking.com.hk<br>E-mail: osc@wilsonparking.com.hk<br>","威信(香港)停車場管理有限公司
新界葵涌興芳路新都會廣場第一座2901室
電話：2487 6138
傳真：2428 6026
網站：www.wilsonparking.com.hk
電郵：osc@wilsonparking.com.hk
",-,-,-
114.15047,22.25198,186,Tin Wan Estate,田灣邨,Southern,南區,Hong Kong Island,香港島,22.25198,114.15047,Public Rental Housing,租住屋邨,1997,"Harmony 1, Non-standard",和諧一型、非標準型,5,Tin Chak House<br>Tin Hong House<br>Tin Kin House<br>Tin Lai House<br>Housing For Senior Citizen,"田澤樓
田康樓
田健樓
田麗樓
長者住屋",3 200 ﻿As at 31.3.2019,3 200 截至2019年3月31日的情況,12.3 - 49.0,Formed,已成立,"Hong Kong District Tenancy Management office <br>Wah Fu (II) Sub-office<br>G/F, No. 21-34, Wah Hing House,<br>Wah Fu(II) Estate, Hong Kong.<br>Telephone: 2551 0660<br>Fax: 2875 5153","港島區租約事務管理處 華富(二)分處
香港薄扶林華富(二)邨華興樓地下21-34號
電話：2551 0660
傳真：2875 5153","Kai Fu Property Services Co. Ltd.<br>G/F, Tin Lai House, Tin Wan Estate, Aberdeen<br>Telephone: 2538 5016 <br>Fax: 2538 7002","佳富物業服務有限公司
香港仔田灣邨田麗樓地下
電話：2538 5016 
傳真：2538 7002",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.97684,22.3879,187,On Ting Estate,安定邨,Tuen Mun,屯門,New Territories West,新界西,22.3879,113.97684,Public Rental Housing,租住屋邨,1980,"Double H, Old Slab",雙工字型、舊長型,6,Ting Cheung House<br>Ting Fuk House<br>Ting Hong House<br>Ting Lung House<br>Ting Tai House<br>Ting Tak House,"定祥樓
定福樓
定康樓
定龍樓
定泰樓
定德樓",5 100 ﻿As at 31.3.2019,5 100 截至2019年3月31日的情況,23.1 - 57.6,Formed,已成立,"On Ting Estate Office<br>Unit 421-440, Ting Cheung House, On Ting Estate, Tuen Mun<br>Telephone: 3499 1841<br>Fax: 3499 1717","安定邨屋邨辦事處
屯門安定邨定祥樓4樓421-440室
電話：3499 1841
傳真：3499 1717","On Ting Estate Office<br>Unit 421-440, Ting Cheung House, On Ting Estate, Tuen Mun<br>Telephone: 3499 1841<br>Fax: 3499 1717","安定邨屋邨辦事處
屯門安定邨定祥樓4樓421-440室
電話：3499 1841
傳真：3499 1717",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.15388,22.33548,188,Fortune Estate,幸福邨,Sham Shui Po,深水埗,Kowloon West,九龍西,22.33548,114.15388,Public Rental Housing,租住屋邨,2000,"Harmony 1, Special Harmony Block, Small Household Block",和諧一型、特別設計和諧式大廈、小單位大廈,3,Fook Ming House<br>Fook Yuet House<br>Fook Yat House,"福明樓
福月樓
福日樓",2 100 ﻿As at 31.3.2019,2 100 截至2019年3月31日的情況,16.3 - 43.7,Formed,已成立,"Kowloon West & Sai Kung District Tenancy Management Office(3)<br>G/F, Lai Mei House, Lai Kok Estate, Sham Shui Po<br>Tel: 2361 0070 <br>(24-Hr Telephone 2204 1027)<br>Fax: 2148 2463","西九龍及西貢區租約事務管理處(三)
深水埗麗閣邨麗薇樓地下
電話: 2361 0070
(24小時電話：2204 1027)
傳真：2148 2463","Pioneer Management Ltd.<br>G/F, Fook Yuet House, Fortune Estate, Shamshuipo<br>Telephone: 2204 1027 <br>Fax: 2204 1051","領先管理有限公司
深水埗幸福邨福月樓地下
電話：2204 1027
傳真：2204 1051",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.961820000000102,22.37593,189,Butterfly Estate,蝴蝶邨,Tuen Mun,屯門,New Territories West,新界西,22.37593,113.96182,Public Rental Housing,租住屋邨,1983,Ziggurat,梯級型,6,Tip Chui House<br>Tip Ling House<br>Tip Mo House<br>Tip Sum House<br>Tip Yee House<br>Tip Ying House,"蝶聚樓
蝶翎樓
蝶舞樓
蝶心樓
蝶意樓
蝶影樓",5 400 ﻿As at 31.3.2019,5 400 截至2019年3月31日的情況,24.9 - 24.9,Formed,已成立,"Butterfly Estate Office<br>G/F, Tip Chui House, Butterfly Estate, Tuen Mun<br>Telephone: 2463 6271<br>Fax: 2464 7549","蝴蝶邨屋邨辦事處
屯門蝴蝶邨蝶聚樓地下
電話：2463 6271
傳真：2464 7549","Butterfly Estate Office<br>G/F, Tip Chui House, Butterfly Estate, Tuen Mun<br>Telephone: 2463 6271<br>Fax: 2464 7549","蝴蝶邨屋邨辦事處
屯門蝴蝶邨蝶聚樓地下
電話：2463 6271
傳真：2464 7549",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.003470000000107,22.4629,190,Tin Ching Estate,天晴邨,Yuen Long,元朗,New Territories West,新界西,22.4629,114.00347,Public Rental Housing,租住屋邨,,Non-standard,非標準型,7,Ching Choi House<br>Ching Wan House<br>Ching Pik House<br>Ching Hoi House<br>Ching Moon House<br>Ching Hei House<br>Ching Yuet House<br>,"晴彩樓 
晴雲樓 
晴碧樓 
晴海樓
晴滿樓
晴喜樓
晴悅樓
",6 200 ﻿As at 31.3.2019,6 200 截至2019年3月31日的情況,17.64 - 39.67,Formed,已成立,"Yuen Long District Tenancy Management Office (4)<br>1/F., Ancillary Facilities Block, Tin Yuet Estate, Tin Shui Wai,Yuen Long<br>Telephone: 2448 8863<br>Fax: 2448 8121","元朗區租約事務管理處(四) 
元朗天水圍天悅邨服務設施大樓一樓
電話 : 2448 8863
傳真 : 2448 8121","Easy Living Consultant Limited<br>G/F, Ching Pik House, Tin Ching Estate, Tin Shui Wai<br>Telephone: 3401 8578<br>Fax: 3401 8468","宜居顧問服務有限公司
天水圍天晴邨晴碧樓地下
電話 : 3401 8578
傳真 : 3401 8468","Easy Living Consultant Limited<br>G/F, Ching Pik House, Tin Ching Estate, Tin Shui Wai<br>Telephone: 3401 8578<br>Fax: 3401 8468","宜居顧問服務有限公司
天水圍天晴邨晴碧樓地下
電話 : 3401 8578
傳真 : 3401 8468",,,
113.99895,22.47059,191,Tin Heng Estate,天恒邨,Yuen Long,元朗,New Territories West,新界西,22.47059,113.99895,Public Rental Housing,租住屋邨,2001,"Concord 1, Harmony 1, New Cruciform",康和一型、和諧一型、新十字型,14,Heng Chi House<br>Heng Cheuk House<br>Heng Fai House<br>Heng Chui House<br>Heng Kwai House<br>Heng Kin House<br>Heng Lai House<br>Heng Moon House<br>Heng Chun House<br>Heng Lok House<br>Heng Tung House<br>Heng Fu House<br>Heng Wan House<br>Heng Yan House,"恒智樓
恒卓樓
恒輝樓
恒翠樓
恒貴樓
恒健樓
恒麗樓
恒滿樓
恒俊樓
恒樂樓
恒通樓
恒富樓
恒運樓
恒欣樓",5 800 ﻿As at 31.3.2019,5 800 截至2019年3月31日的情況,31.7 - 53.8,Formed,已成立,"Tin Heng Estate Office<br>G/F, Heng Wan House, Tin Heng Estate, Tin Shui Wai<br>Telephone: 2486 5000<br>Fax: 2486 5008","天恒邨屋邨辦事處
元朗天水圍天恆邨恆運樓地下
電話：2486 5000
傳真：2486 5008","Tin Heng Estate Office<br>G/F, Heng Wan House, Tin Heng Estate, Tin Shui Wai<br>Telephone: 2486 5000<br>Fax: 2486 5008","天恒邨屋邨辦事處
元朗天水圍天恆邨恆運樓地下
電話：2486 5000
傳真：2486 5008","Yue Xiu APT Parking Ltd<br>28/F, Seabright Plaza, 9-23 Shell St, North Point<br>Telephone: 2512 9611<br>Fax: 2512 9617<br>E-mail: yxaptsunny@biznetvigator.com","越秀亞通停車場有限公司
北⻆蜆殼街9-23號秀明中心28樓
電話：2512 9611
傳真：2512 9617
電郵：yxaptsunny@biznetvigator.com",-,-,-
113.99914,22.45439,192,Tin Shui (2) Estate,天瑞二邨,Yuen Long,元朗,New Territories West,新界西,22.45439,113.99914,Public Rental Housing,租住屋邨,1993,"Harmony 1, Harmony 2",和諧一型、和諧二型,5,Shui Fai House<br>Shui Fung House<br>Shui Lam House<br>Shui Moon House<br>Shui Yip House,"瑞輝樓
瑞豐樓
瑞林樓
瑞滿樓
瑞業樓",3 200 ﻿As at 31.3.2019,3 200 截至2019年3月31日的情況,16.9 - 52.7,Formed,已成立,"Tin Shui (2) Estate Office<br>G/F, Shui Fai House, Tin Shui (2) Estate, Tin Shui Wai<br>Telephone: 2445 1645<br>Fax: 2616 9356","天瑞二邨屋邨辦事處 
天水圍天瑞二邨瑞輝樓地下
電話：2445 1645
傳真：2616 9356","Tin Shui (2) Estate Office<br>G/F, Shui Fai House, Tin Shui (2) Estate, Tin Shui Wai<br>Telephone: 2445 1645<br>Fax: 2616 9356","天瑞二邨屋邨辦事處 
天水圍天瑞二邨瑞輝樓地下
電話：2445 1645
傳真：2616 9356",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.12521,22.28096,193,Sai Wan Estate,西環邨,Central & Western,中西區,Hong Kong Island,香港島,22.28096,114.12521,Public Rental Housing,租住屋邨,1958,Old Slab,舊長型,5,Centre Terrace<br>East Terrace<br>North Terrace<br>South Terrace<br>West Terrace,"中苑台
東苑台
北苑台
南苑台
西苑台",600 ﻿As at 31.3.2019,600 截至2019年3月31日的情況,35.5 - 56.3,Formed,已成立,"Hong Kong District Tenancy Management office <br>Wah Fu (II) Sub-office<br>G/F, No. 21-34, Wah Hing House, <br>Wah Fu (II) Estate, Pokfulam, Hong Kong <br>Tel : 2551 0660<br>Fax : 2875 5153<br>","港島區租約事務管理處 華富(二)分處
香港薄扶林華富(二)邨華興樓地下21-34號
電話：2551 0660
傳真：2875 5153","Creative Property Services Consultants Ltd.<br>5/F, North Terrace, Sai Wan Estate,<br>Ka Wai Man Road, Kennedy Town, Hong Kong<br>Telephone: 2817 2054 <br>(24-Hr Telephone: 2816 2734)<br>Fax: 2872 0938<br>Web Site: www.creativepsc.com.hk","創毅物業服務顧問有限公司
香港西環堅尼地城加惠民道西環邨北苑台5字樓
電話：2817 2054 
(24小時電話：2816 2734)
傳真：2872 0938
網站：www.creativepsc.com.hk","Creative Property Services Consultants Ltd.<br>5/F, North Terrace, Sai Wan Estate,<br>Ka Wai Man Road, Kennedy Town, Hong Kong<br>Telephone: 2817 2054 <br>(24-Hr Telephone: 2816 2734)<br>Fax: 2872 0938<br>Web Site: www.creativepsc.com.hk","創毅物業服務顧問有限公司
香港西環堅尼地城加惠民道西環邨北苑台5字樓
電話：2817 2054 
(24小時電話：2816 2734)
傳真：2872 0938
網站：www.creativepsc.com.hk",-,-,-
114.20742,22.33394,195,Choi Hung Estate,彩虹邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.33394,114.20742,Public Rental Housing,租住屋邨,1962,Old Slab,舊長型,11,Chui King House<br>Chi Mei House<br>Hung Ngok House<br>Kam Hon House<br>Kam Wan House<br>Kam Pik House<br>Kam Wah House<br>Luk Ching House<br>Pik Hoi House<br>Pak Suet House<br>Tan Fung House,"翠瓊樓
紫薇樓
紅萼樓
金漢樓
錦雲樓
金碧樓
金華樓
綠晶樓
碧海樓
白雪樓
丹鳳樓",7 400 ﻿As at 31.3.2019,7 400 截至2019年3月31日的情況,24.1 - 69.2,Formed,已成立,"Housing Department Choi Hung Estate Office<br>101-119, Chui King House, Choi Hung Estate, Kowloon<br>Telephone: 2320 3066<br>Fax: 2351 9340","房屋署彩虹邨辦事處
九龍彩虹邨翠瓊樓101-119號
電話：2320 3066
傳真：2351 9340","Housing Department Choi Hung Estate Office<br>101-119, Chui King House, Choi Hung Estate, Kowloon<br>Telephone: 2320 3066<br>Fax: 2351 9340","房屋署彩虹邨辦事處
九龍彩虹邨翠瓊樓101-119號
電話：2320 3066
傳真：2351 9340","Synergis Management Services Limited<br>8/F., KT336, 334-336 Kwun Tong Road,<br>Kwun Tong, Kowloon, Hong Kong <br>Telephone: 3610 2340<br>Fax: 2751 8784 <br>E-mail: info@synergis.com.hk","昇捷管理服務有限公司
香港九龍觀塘觀塘道334-336號 KT336 八樓
電話: 3610 2340
傳真: 2751 8784 
電郵: info@synergis.com.hk",-,-,-
114.19884,22.34891,197,Tsz Lok Estate,慈樂邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34891,114.19884,Public Rental Housing,租住屋邨,,"Harmony 1, Harmony 3, Non-standard, Small Household Block",和諧一型、和諧三型、非標準型、小型家庭大厦,11,Lok Cheung House<br>Lok Tin House<br>Lok Hop House<br>Lok Moon House<br>Lok On House<br>Lok Shing House<br>Lok Shun House<br>Lok Wong House<br>Lok Yan House<br>Lok Foon House<br>Ancillary Facilities Block,"樂祥樓
樂天樓
樂合樓
樂滿樓
樂安樓
樂誠樓
樂信樓
樂旺樓
樂仁樓
樂歡樓
服務設施大樓",6 200 ﻿As at 31.3.2019,6 200 截至2019年3月31日的情況,10.7 - 52.2,Formed,已成立,"Tsz Wan Shan District Tenancy Management Office<br>Unit 211-224, Ban Fung House, Fung Tak Estate, Tsz Wan Shan<br>Telephone: 2324 0096<br>Fax: 2752 8665","慈雲山區租約事務管理處
鑽石山鳳德邨斑鳳樓211-224室
電話：2324 0096
傳真：2752 8665","Pioneer Management Ltd<br>G/F, Lok Cheung House, Tsz Lok Estate, Tsz Wan Shan<br>Telephone: 2323 1787<br>Fax: 2351 9458","領先管理有限公司
慈雲山慈樂邨樂祥樓地下
電話：2323 1787
傳真：2351 9458",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.21415,22.38123,198,Kwong Yuen Estate,廣源邨,Sha Tin,沙田,New Territories East,新界東,22.38123,114.21415,Tenants Purchase Scheme,租者置其屋計劃,1989,"Trident 3, Trident 4",Y3型、Y4型,6,Alder House<br>Banyan House<br>Cypress House<br>Kapok House<br>Oak House<br>Pine House,"廣楊樓
廣榕樓
廣柏樓
廣棉樓
廣橡樓
廣松樓",1 000 * ﻿As at 31.3.2019,1 000 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.4 - 71.8;
Saleable Areas (sqm):13.9 - 55.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (10)<br>G/F, Skylark House, Sha Kok Estate, Shatin<br>Telephone : 2697 7208<br>Fax : 2797 0908<br>","大埔、北區及沙田區租約事務管理處(十)
沙田沙角邨雲雀樓地下
電話：2697 7208
傳真：2797 0908
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.19059,22.38474,199,Lek Yuen Estate,瀝源邨,Sha Tin,沙田,New Territories East,新界東,22.38474,114.19059,Public Rental Housing,租住屋邨,1975,Old Slab,舊長型,7,Fook Hoi House<br>Fu Yu House<br>Kwai Wo House<br>Luk Chuen House<br>Sau Chuen House<br>Wah Fung House<br>Wing Shui House,"福海樓
富裕樓
貴和樓
祿泉樓
壽全樓
華豐樓
榮瑞樓",3 200 ﻿As at 31.3.2019,3 200 截至2019年3月31日的情況,22.7 - 52.6,Formed,已成立,"Lek Yuen Estate Office<br>1/F, Fook Hoi House, Lek Yuen Estate, Shatin<br>Telephone :  2691 7128<br>Fax  :  2601 0989<br>","瀝源邨辦事處
沙田瀝源邨福海樓一樓
電話  :  2691 7128
傳真  :  2601 0989
","Lek Yuen Estate Office<br>1/F, Fook Hoi House, Lek Yuen Estate, Sha Tin<br>Telephone: 2691 7128<br>Fax: 2601 0989","瀝源邨辦事處
沙田瀝源邨福海樓一樓
電話  :  2691 7128
傳真  :  2601 0989
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.186600000000112,22.32392,200,Ma Tau Wai Estate,馬頭圍邨,Kowloon City,九龍城,Kowloon West,九龍西,22.32392,114.1866,Public Rental Housing,租住屋邨,1962,Old Slab,舊長型,5,Geranium House<br>Hibiscus House<br>Magnolia House<br>Narcissus House<br>Rose House,"洋葵樓
芙蓉樓
夜合樓
水仙樓
玫瑰樓",2 100 ﻿As at 31.3.2019,2 100 截至2019年3月31日的情況,26.9 - 53.8,Formed,已成立,"Kowloon West & Sai Kung District Tenancy Management Office(4)<br>G/F, Nga Man House, Homantin Estate, Kowloon<br>Tel: 2242 0277<br>Fax: 2194 1305","西九龍及西貢區租約事務管理處(4)
九龍何文田邨雅文樓地下
電話: 2242 0277
傳真: 2194 1305","Pioneer Management Ltd. <br>G/F, Rose House, Ma Tai Wai Estate, Kowloon City<br>Telephone: 2715 6683<br>Fax: 2768 7446","領先管理有限公司
九龍城馬頭圍邨玫瑰樓地下
電話：2715 6683
傳真：2768 7446","Synergis Management Services Limited<br>4/F, KT336, 334-336 Kwun Tong Road, Kwun Tong, Kowloon, Hong Kong.<br>Telephone: 2715 6683<br>Fax: 2768 7446","升捷管理服務有限公司
香港九龍觀塘道334至336號 KT336 四樓
電話：2715 6683
傳真：2768 7446
",,-,-
114.16472,22.33966,202,Chak On Estate,澤安邨,Sham Shui Po,深水埗,Kowloon West,九龍西,22.33966,114.16472,Public Rental Housing,租住屋邨,1983,"Old Slab, Single I",舊長型、單座「I」型,4,Fu Chak House<br>Lai Chak House<br>Wing Chak House<br>Wah Chak House,"富澤樓
麗澤樓
榮澤樓
華澤樓",1 900 ﻿As at 31.3.2019,1 900 截至2019年3月31日的情況,11.3 - 39.1,Formed,已成立,"Chak On Estate Office<br>17A-24, G/F, Wah Chak House, Chak On Estate, Sham Shui Po<br>Telephone: 2778 2628 <br>(24-Hr Telephone: 2994 1873)<br>Fax: 2778 0709","澤安邨辦事處
深水埗澤安邨華澤樓地下17A-24號
電話：2778 2628 
(24小時電話：2994 1873)
傳真：2778 0709","Chak On Estate Office<br>17A-24, G/F, Wah Chak House, Chak On Estate, Sham Shui Po<br>Telephone: 2778 2628 <br>(24-Hr Telephone: 2994 1873)<br>Fax: 2778 0709","澤安邨辦事處
深水埗澤安邨華澤樓地下17A-24號
電話：2778 2628 
(24小時電話：2994 1873)
傳真：2778 0709","Synergis Management Services Limited<br>8/F, KT336, 334-336 Kwun Tong Road,<br>Kwun Tong, Kowloon, Hong Kong<br>Tel : 3610 2340<br>Fax : 2751 8784<br>E-mail : hacp@synergis.com.hk","昇捷管理服務有限公司
九龍觀塘觀塘道334-336號KT336八樓
電話 : 3610 2340
傳真 : 2751 8784
電郵 : hacp@synergis.com.hk",-,-,-
114.12351,22.49495,203,Cheung Lung Wai Estate,祥龍圍邨,North,北區,New Territories East,新界東,22.49495,114.12351,Public Rental Housing,租住屋邨,2015,Non-standard Domestic Block,非標準設計型,2,Ching Cheung House<br>King Cheung House,"呈祥樓
景祥樓",1 400 ﻿As at 31.3.2019,1 400 截至2019年3月31日的情況,14.36 – 36.57,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (5)<br>No. 107, G/F, Tin Yee House, Tin Ping Estate, Sheung Shui, N.T.<br>Telephone : 2677 2002<br>Fax : 2677 9009<br>","大埔、北區及沙田區租約事務管理處(五)
新界上水天平邨天怡樓地下107號				
電話：2677 2002
傳真：2677 9009
","Creative Property Services Consultants Limited<br>G/F, King Cheung House, Cheung Lung Wai Estate, Sheung Shui, N.T.<br>Telephone : 2670 1997<br>Fax : 2670 1996<br>Web site : www.cpsc.hk<br>","創毅物業服務顧問有限公司
上水祥龍圍邨景祥樓地下
電話：2670 1997
傳真：2670 1996
網站：www.cpsc.hk","Creative Property Services Consultants Limited<br>G/F, King Cheung House, Cheung Lung Wai Estate, Sheung Shui, N.T.<br>Telephone : 2670 1997<br>Fax : 2670 1996<br>Web site : www.cpsc.hk<br>","創毅物業服務顧問有限公司
上水祥龍圍邨景祥樓地下
電話：2670 1997
傳真：2670 1996
網站：www.cpsc.hk",-,-,-
114.028640000000109,22.446522,204,Long Ching Estate,朗晴邨,Yuen Long,元朗,New Territories West,新界西,22.446522,114.02864,Public Rental Housing,租住屋邨,2016,Non-standard,非標準型,2,Yat Long House<br>Ching Long House,"日朗樓
青朗樓 ",400 ﻿As at 31.3.2019,400 截至2019年3月31日的情況,14.05 - 36.67,Not Yet Formed,未成立,"Yuen Long District Tenancy Management Office (1)<br>G/F, Chuen Shui House, Shui Pin Wai Estate, Yuen Long<br>Telephone: 2442 2461<br>Fax: 2477 3284","元朗區租務事務管理處(一)
元朗水邊圍邨泉水樓地下
電話︰2442 2461
傳真︰2477 3284","Good Excel Property Consultants Ltd.<br>1/F, Ching Long House, Long Ching Estate, Yuen Long<br>Telephone: 2451 6122<br>Fax: 2451 6255","卓安物業顧問有限公司
元朗朗晴邨青朗樓一樓
電話︰2451 6122
傳真︰2451 6255","Good Excel Property Consultants Ltd.<br>1/F, Ching Long House, Long Ching Estate, Yuen Long<br>Telephone: 2451 6122<br>Fax: 2451 6255","卓安物業顧問有限公司
元朗朗晴邨青朗樓一樓
電話︰2451 6122
傳真︰2451 6255",,,
